?SNDlib native format; type: network; version: 1.0
# network demandMatrix-germany50-DFN-1day-20050209

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 1day
  time  = 20050209
  unit  = MBITPERSEC
  origin  = DFN Verein http://www.dfn.de, German Research Network, measurements mapped to germany50
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  Aachen ( 6.04 50.76 )
  Augsburg ( 10.90 48.33 )
  Bayreuth ( 11.59 49.93 )
  Berlin ( 13.39 52.52 )
  Bielefeld ( 8.50 52.04 )
  Braunschweig ( 10.55 52.28 )
  Bremen ( 8.85 53.11 )
  Bremerhaven ( 8.58 53.54 )
  Chemnitz ( 12.93 50.84 )
  Darmstadt ( 8.65 49.89 )
  Dortmund ( 7.45 51.51 )
  Dresden ( 13.73 51.03 )
  Duesseldorf ( 6.77 51.25 )
  Erfurt ( 11.04 50.98 )
  Essen ( 7.02 51.46 )
  Flensburg ( 9.45 54.77 )
  Frankfurt ( 8.71 50.12 )
  Freiburg ( 7.80 47.98 )
  Fulda ( 9.69 50.56 )
  Giessen ( 8.67 50.57 )
  Greifswald ( 13.40 54.09 )
  Hamburg ( 9.99 53.57 )
  Hannover ( 9.72 52.38 )
  Kaiserslautern ( 7.75 49.43 )
  Karlsruhe ( 8.41 49.01 )
  Kassel ( 9.51 51.32 )
  Kempten ( 10.32 47.72 )
  Kiel ( 10.12 54.34 )
  Koblenz ( 7.52 50.40 )
  Koeln ( 6.87 50.94 )
  Konstanz ( 9.18 47.66 )
  Leipzig ( 12.38 51.34 )
  Magdeburg ( 11.64 52.14 )
  Mannheim ( 8.49 49.49 )
  Muenchen ( 11.57 48.15 )
  Muenster ( 7.60 51.97 )
  Norden ( 7.21 53.60 )
  Nuernberg ( 11.03 49.57 )
  Oldenburg ( 8.21 53.11 )
  Osnabrueck ( 8.03 52.28 )
  Passau ( 13.46 48.57 )
  Regensburg ( 12.09 49.00 )
  Saarbruecken ( 7.03 49.23 )
  Schwerin ( 11.45 53.55 )
  Siegen ( 8.03 50.91 )
  Stuttgart ( 9.10 48.74 )
  Trier ( 6.68 49.75 )
  Ulm ( 9.99 48.40 )
  Wesel ( 6.37 51.39 )
  Wuerzburg ( 9.97 49.78 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  Bremen_Nuernberg ( Bremen Nuernberg ) 1 0.022682 UNLIMITED
  Hamburg_Wuerzburg ( Hamburg Wuerzburg ) 1 0.05882 UNLIMITED
  Kassel_Giessen ( Kassel Giessen ) 1 0.438904 UNLIMITED
  Wuerzburg_Schwerin ( Wuerzburg Schwerin ) 1 0.001769 UNLIMITED
  Regensburg_Magdeburg ( Regensburg Magdeburg ) 1 0.012956 UNLIMITED
  Muenchen_Hamburg ( Muenchen Hamburg ) 1 1.022885 UNLIMITED
  Frankfurt_Kaiserslautern ( Frankfurt Kaiserslautern ) 1 14.791326 UNLIMITED
  Bayreuth_Berlin ( Bayreuth Berlin ) 1 0.355472 UNLIMITED
  Magdeburg_Muenster ( Magdeburg Muenster ) 1 0.003931 UNLIMITED
  Erfurt_Norden ( Erfurt Norden ) 1 0.000068 UNLIMITED
  Magdeburg_Nuernberg ( Magdeburg Nuernberg ) 1 0.005261 UNLIMITED
  Osnabrueck_Bremen ( Osnabrueck Bremen ) 1 0.032234 UNLIMITED
  Dresden_Berlin ( Dresden Berlin ) 1 4.62097 UNLIMITED
  Passau_Oldenburg ( Passau Oldenburg ) 1 0.02337 UNLIMITED
  Freiburg_Kaiserslautern ( Freiburg Kaiserslautern ) 1 0.000176 UNLIMITED
  Schwerin_Essen ( Schwerin Essen ) 1 0.008182 UNLIMITED
  Bremerhaven_Berlin ( Bremerhaven Berlin ) 1 0.052815 UNLIMITED
  Muenster_Karlsruhe ( Muenster Karlsruhe ) 1 0.17168 UNLIMITED
  Passau_Fulda ( Passau Fulda ) 1 0.000008 UNLIMITED
  Duesseldorf_Flensburg ( Duesseldorf Flensburg ) 1 0.000116 UNLIMITED
  Bayreuth_Braunschweig ( Bayreuth Braunschweig ) 1 0.467519 UNLIMITED
  Kaiserslautern_Frankfurt ( Kaiserslautern Frankfurt ) 1 82.038497 UNLIMITED
  Giessen_Siegen ( Giessen Siegen ) 1 0.002442 UNLIMITED
  Greifswald_Darmstadt ( Greifswald Darmstadt ) 1 2.450451 UNLIMITED
  Karlsruhe_Magdeburg ( Karlsruhe Magdeburg ) 1 0.001294 UNLIMITED
  Hannover_Karlsruhe ( Hannover Karlsruhe ) 1 9.94341 UNLIMITED
  Frankfurt_Muenchen ( Frankfurt Muenchen ) 1 77.747933 UNLIMITED
  Bremen_Greifswald ( Bremen Greifswald ) 1 0.011069 UNLIMITED
  Muenchen_Kaiserslautern ( Muenchen Kaiserslautern ) 1 0.162368 UNLIMITED
  Wuerzburg_Bremerhaven ( Wuerzburg Bremerhaven ) 1 0.004851 UNLIMITED
  Kassel_Erfurt ( Kassel Erfurt ) 1 5.631489 UNLIMITED
  Bayreuth_Duesseldorf ( Bayreuth Duesseldorf ) 1 0.016401 UNLIMITED
  Saarbruecken_Siegen ( Saarbruecken Siegen ) 1 0.000332 UNLIMITED
  Darmstadt_Osnabrueck ( Darmstadt Osnabrueck ) 1 1.11631 UNLIMITED
  Essen_Kiel ( Essen Kiel ) 1 0.009575 UNLIMITED
  Muenster_Bremen ( Muenster Bremen ) 1 0.259358 UNLIMITED
  Regensburg_Schwerin ( Regensburg Schwerin ) 1 0.028604 UNLIMITED
  Siegen_Osnabrueck ( Siegen Osnabrueck ) 1 0.001254 UNLIMITED
  Berlin_Magdeburg ( Berlin Magdeburg ) 1 1.492715 UNLIMITED
  Oldenburg_Bremen ( Oldenburg Bremen ) 1 1.054133 UNLIMITED
  Mannheim_Muenster ( Mannheim Muenster ) 1 0.001916 UNLIMITED
